--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/70891_3097.jpg	70891                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/071927_3499.jpg	071927                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/072560_4445.jpg	072560                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/073002_2073.jpg	073002                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/073123_5940.jpg	073123                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/073662_4237.jpg	073662                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/073767_4476.jpg	073767                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/73871_2193.jpg	73871                    	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/074006_77.jpg	074006                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/74950_1908.jpg	74950                    	0.9972
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/075044_669.jpg	075044                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/75142_6035.jpg	75142                    	0.9998
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/75391_1828.jpg	75391                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/076049_4180.jpg	076049                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/076111_2992.jpg	076111                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/76593_4515.jpg	76593                    	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/76672_2552.jpg	76672                    	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/076801_2475.jpg	076801                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/077719_8.jpg	077719                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/077719_725.jpg	077719                   	0.9984
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/77801_4696.jpg	77801                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/77868_2056.jpg	77868                    	0.9977
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/078434_4793.jpg	078434                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/78455_708.jpg	78455                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/78580_2102.jpg	78580                    	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/078835_3316.jpg	078835                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/78904_557.jpg	78904                    	0.9966
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/079484_5620.jpg	079484                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/80081_4431.jpg	80081                    	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/080129_4521.jpg	080129                   	0.9987
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/080367_5520.jpg	080367                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/080816_88.jpg	080816                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/081623_2843.jpg	081623                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/81831_350.jpg	81831                    	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/81943_5013.jpg	81943                    	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/81943_5523.jpg	81943                    	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/083360_1272.jpg	083360                   	0.9982
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/84375_3286.jpg	84375                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/84535_629.jpg	84535                    	0.9981
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/085217_5509.jpg	085217                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/085939_2791.jpg	085939                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/86037_2689.jpg	86037                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/086087_3231.jpg	086087                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/086466_2989.jpg	086466                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/087714_1749.jpg	087714                   	0.9988
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/087773_4350.jpg	087773                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/088703_4858.jpg	088703                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/088905_5958.jpg	088905                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/89494_4360.jpg	89494                    	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/89544_1999.jpg	89544                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/089749_1561.jpg	089749                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/089837_170.jpg	089837                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/090551_712.jpg	090551                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/091000_4285.jpg	091000                   	0.9984
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/091703_1481.jpg	091703                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/091726_5517.jpg	091726                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/091838_2756.jpg	091838                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/092069_5251.jpg	092069                   	0.9981
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/092195_5443.jpg	092195                   	0.9994
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/92271_4198.jpg	92271                    	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/092671_4103.jpg	092671                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/092717_1979.jpg	092717                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/092861_260.jpg	092861                   	0.9984
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/093512_2171.jpg	093512                   	0.9986
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/94066.6_2268.jpg	94066.6                  	0.9809
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/094981_1206.jpg	094981                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/095297_1813.jpg	095297                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/095297_1941.jpg	095297                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/95534_3487.jpg	95534                    	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/95979_1346.jpg	95979                    	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/096940_384.jpg	096940                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/97116_1750.jpg	97116                    	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/098147_6061.jpg	098147                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/098207_3901.jpg	098207                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/99005_1800.jpg	99005                    	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/099260_652.jpg	099260                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/099371_3471.jpg	099371                   	0.9982
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/100891_1545.jpg	100891                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/100996_5071.jpg	100996                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/101945_1.jpg	101945                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/102428_1878.jpg	102428                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/102690_1731.jpg	102690                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/102864_3250.jpg	102864                   	0.9951
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/102942_926.jpg	102942                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/103030_3028.jpg	103030                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/103187_5822.jpg	103187                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/103676_3501.jpg	103676                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/103835_5311.jpg	103835                   	0.9975
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/105091_3470.jpg	105091                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/105780_1175.jpg	105780                   	0.9974
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/106456_5421.jpg	106456                   	0.9986
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/106669_4617.jpg	106669                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/106781_2351.jpg	106781                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/106949_5343.jpg	106949                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/107520_5412.jpg	107520                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/109386_2488.jpg	109386                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/109576_3575.jpg	109576                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/110594_3746.jpg	110594                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/110916_105.jpg	110916                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/112671_2143.jpg	112671                   	0.9985
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/113326_1896.jpg	113326                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/113387_4716.jpg	113387                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/113670.09_3517.jpg	113670.09                	0.9583
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/114251_713.jpg	114251                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/114270_1807.jpg	114270                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/114537_854.jpg	114537                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/115314_4355.jpg	115314                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/115443_200.jpg	115443                   	0.9975
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/115544_5417.jpg	115544                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/115711_348.jpg	115711                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/116010_414.jpg	116010                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/116356_416.jpg	116356                   	0.9885
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/116703_930.jpg	116703                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/116765_5955.jpg	116765                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/118628_4036.jpg	118628                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/119884_5579.jpg	119884                   	0.9982
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/120776_3510.jpg	120776                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/121794_4639.jpg	121794                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/123111_3446.jpg	123111                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/124401_5944.jpg	124401                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/124444_3731.jpg	124444                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/126183_2625.jpg	126183                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/126839_4886.jpg	126839                   	0.9997
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/127294_2891.jpg	127294                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/127503_96.jpg	127503                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/127712_6029.jpg	127712                   	0.9977
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/129383_718.jpg	129383                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/134407_4724.jpg	134407                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/134478_1644.jpg	134478                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/134986_4859.jpg	134986                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/136426_478.jpg	136426                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/138197_1686.jpg	138197                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/138269_2305.jpg	138269                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/138834_544.jpg	138834                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/139717_1829.jpg	139717                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/139717_5815.jpg	139717                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/140152_4052.jpg	140152                   	0.9971
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/140978_1228.jpg	140978                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/141205_2719.jpg	141205                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/142407_1299.jpg	142407                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/142894_5670.jpg	142894                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/143830_2815.jpg	143830                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/146323_1702.jpg	146323                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/146824_2402.jpg	146824                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/147402_3220.jpg	147402                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/148196_2865.jpg	148196                   	0.9984
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/150031_2821.jpg	150031                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/151391.68_1162.jpg	151391.68                	0.9771
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/151627_396.jpg	151627                   	0.9948
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/152451_581.jpg	152451                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/152585_1774.jpg	152585                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/153758_1485.jpg	153758                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/156168_2247.jpg	156168                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/156890_3485.jpg	156890                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/157872_1373.jpg	157872                   	0.9987
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/159020_1277.jpg	159020                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/159062_3845.jpg	159062                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/159435_1033.jpg	159435                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/160174_3016.jpg	160174                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/160553_4981.jpg	160553                   	0.9982
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/160591_4601.jpg	160591                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/161062_1124.jpg	161062                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/161796_2433.jpg	161796                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/163240_640.jpg	163240                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/163509_5479.jpg	163509                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/163536_3668.jpg	163536                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/163740_3154.jpg	163740                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/164004_612.jpg	164004                   	0.9988
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/164076_4313.jpg	164076                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/164176_2960.jpg	164176                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/164275_4298.jpg	164275                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/164378_303.jpg	164378                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/164730_1037.jpg	164730                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/164946_866.jpg	164946                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/164954_2421.jpg	164954                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/165085_3550.jpg	165085                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/166102_4213.jpg	166102                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/166271_266.jpg	166271                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/166275_3479.jpg	166275                   	0.9985
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/166698_4323.jpg	166698                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/166721_4122.jpg	166721                   	0.9984
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/167275_3886.jpg	167275                   	0.9981
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/167992_1599.jpg	167992                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/169412_4776.jpg	169412                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/169584_5665.jpg	169584                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/170217_3004.jpg	170217                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/171155_5925.jpg	171155                   	0.9987
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/172745_2310.jpg	172745                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/172900_1308.jpg	172900                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/173117_2924.jpg	173117                   	0.9953
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/173192_4931.jpg	173192                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/174785_107.jpg	174785                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/178504_2432.jpg	178504                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/181290_3362.jpg	181290                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182087_2534.jpg	182087                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182091_2662.jpg	182091                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182171_1475.jpg	182171                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182173_3497.jpg	182173                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182231_2023.jpg	182231                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182666_3758.jpg	182666                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182783_1169.jpg	182783                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182908_1504.jpg	182908                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182919_137.jpg	182919                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/182986_1959.jpg	182986                   	0.9984
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183223_4485.jpg	183223                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183285_3015.jpg	183285                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183351_1420.jpg	183351                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183406_4588.jpg	183406                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183412_3665.jpg	183412                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183429_5345.jpg	183429                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183498_5963.jpg	183498                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183518_4191.jpg	183518                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183668_3766.jpg	183668                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183757_4253.jpg	183757                   	0.9984
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/183825_2755.jpg	183825                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/184326_2020.jpg	184326                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/184513_937.jpg	184513                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/185145_3277.jpg	185145                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/185170_3142.jpg	185170                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/185645_2788.jpg	185645                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/185763_4744.jpg	185763                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/185899_4148.jpg	185899                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/186111_218.jpg	186111                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/186198_519.jpg	186198                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/186304_4770.jpg	186304                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/186339_3981.jpg	186339                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/186865_6056.jpg	186865                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/186879_5763.jpg	186879                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187167_1974.jpg	187167                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187167_4450.jpg	187167                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187215_574.jpg	187215                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187229_1100.jpg	187229                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187281_5069.jpg	187281                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187472_1641.jpg	187472                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187560_432.jpg	187560                   	0.9991
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187811_3297.jpg	187811                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/187930_324.jpg	187930                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188159_2507.jpg	188159                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188243_5446.jpg	188243                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188323_6085.jpg	188323                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188515_6128.jpg	188515                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188573_958.jpg	188573                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188589_4156.jpg	188589                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188606_3053.jpg	188606                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188775_4377.jpg	188775                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188783_80.jpg	188783                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188783_1528.jpg	188783                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/188800_4679.jpg	188800                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189029_541.jpg	189029                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189042_3069.jpg	189042                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189336_278.jpg	189336                   	0.9995
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189338_5654.jpg	189338                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189390_4895.jpg	189390                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189392_2170.jpg	189392                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189451.98_5475.jpg	189451.98                	0.9807
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189581_4155.jpg	189581                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189840_4212.jpg	189840                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/189965_3305.jpg	189965                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/190023_654.jpg	190023                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/190350_3602.jpg	190350                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/190410_4856.jpg	190410                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/190474.40_3629.jpg	190474.40                	0.9734
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/191111_3940.jpg	191111                   	0.9990
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/191174_2967.jpg	191174                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/191286_3837.jpg	191286                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/191310_3704.jpg	191310                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/191358_4672.jpg	191358                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/191606_5010.jpg	191606                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/191789_5532.jpg	191789                   	0.9994
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/191886_5448.jpg	191886                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/192212_5651.jpg	192212                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/192341_4830.jpg	192341                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/192341_5549.jpg	192341                   	0.9995
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/192536_5973.jpg	192536                   	0.9989
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/192927_4024.jpg	192927                   	0.9960
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/193014_3524.jpg	193014                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/193017_1469.jpg	193017                   	0.9996
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/193098_1326.jpg	193098                   	0.9997
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/193129_4464.jpg	193129                   	0.9992
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/193434_5277.jpg	193434                   	0.9993
/media/data4T2/meterdataset/digital_dataset/otherdataset/train/193462_1316.jpg	193462                   	0.9997
